Solver Configuration,LTL,Instance,Result Code,Wall Time
BSaLTic-DHf,recurrence,lann.4_persistence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,lann.4_persistence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,lann.4_persistence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,lann.4_persistence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,lann.4_persistence_0.smv_k80.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,lann.4_persistence_0.smv_k80.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,lann.4_persistence_0.smv_k80.dimacs,UNSAT,3268.81
MapleCOMSPS,recurrence,lann.4_persistence_0.smv_k80.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,lann.5_guarantee_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,lann.5_guarantee_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,lann.5_guarantee_0.smv_k100.dimacs,UNSAT,5032.47
MapleCOMSPS,safety,lann.5_guarantee_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,lann.5_guarantee_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,lann.5_guarantee_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,lann.5_guarantee_0.smv_k200.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,lann.5_guarantee_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,lann.5_guarantee_0.smv_k2000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,lann.5_guarantee_0.smv_k2000.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,lann.5_guarantee_0.smv_k2000.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,lann.5_guarantee_0.smv_k2000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,lann.5_guarantee_0.smv_k600.dimacs,SAT,3536.45
BSaLTic-EHf,safety,lann.5_guarantee_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,lann.5_guarantee_0.smv_k600.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,lann.5_guarantee_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,lann.5_guarantee_0.smv_k80.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,lann.5_guarantee_0.smv_k80.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,lann.5_guarantee_0.smv_k80.dimacs,UNSAT,2322.14
MapleCOMSPS,safety,lann.5_guarantee_0.smv_k80.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,lann.5_guarantee_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,lann.5_guarantee_0.smv_k800.dimacs,SAT,789.9
Kissat,safety,lann.5_guarantee_0.smv_k800.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,lann.5_guarantee_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,lann.7_persistence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,lann.7_persistence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,lann.7_persistence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,lann.7_persistence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,lann.7_persistence_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,lann.7_persistence_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,lann.7_persistence_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,lann.7_persistence_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,lann.7_persistence_0.smv_k40.dimacs,UNSAT,4608.07
BSaLTic-EHf,recurrence,lann.7_persistence_0.smv_k40.dimacs,UNSAT,6258.4
Kissat,recurrence,lann.7_persistence_0.smv_k40.dimacs,UNSAT,178.086
MapleCOMSPS,recurrence,lann.7_persistence_0.smv_k40.dimacs,UNSAT,7054.02
BSaLTic-DHf,recurrence,lann.7_persistence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,lann.7_persistence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,lann.7_persistence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,lann.7_persistence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,lann.7_persistence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,lann.7_persistence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,lann.7_persistence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,lann.7_persistence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,lann.7_persistence_0.smv_k80.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,lann.7_persistence_0.smv_k80.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,lann.7_persistence_0.smv_k80.dimacs,UNSAT,3242.89
MapleCOMSPS,recurrence,lann.7_persistence_0.smv_k80.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,lann.7_persistence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,lann.7_persistence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,lann.7_persistence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,lann.7_persistence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,lann.8_persistence_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,lann.8_persistence_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,lann.8_persistence_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,lann.8_persistence_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,lann.8_persistence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,lann.8_persistence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,lann.8_persistence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,lann.8_persistence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,lann.8_persistence_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,lann.8_persistence_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,lann.8_persistence_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,lann.8_persistence_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,lann.8_persistence_0.smv_k40.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,lann.8_persistence_0.smv_k40.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,lann.8_persistence_0.smv_k40.dimacs,UNSAT,221.888
MapleCOMSPS,recurrence,lann.8_persistence_0.smv_k40.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,lann.8_persistence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,lann.8_persistence_0.smv_k400.dimacs,SAT,5579.82
Kissat,recurrence,lann.8_persistence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,lann.8_persistence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,lann.8_persistence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,lann.8_persistence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,lann.8_persistence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,lann.8_persistence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,reactivity,mmgt20_reactivity_0.smv_k100.dimacs,SAT,36.59
BSaLTic-EHf,reactivity,mmgt20_reactivity_0.smv_k100.dimacs,SAT,32.73
Kissat,reactivity,mmgt20_reactivity_0.smv_k100.dimacs,SAT,334.817
MapleCOMSPS,reactivity,mmgt20_reactivity_0.smv_k100.dimacs,SAT,56.39
BSaLTic-DHf,reactivity,mmgt20_reactivity_0.smv_k200.dimacs,SAT,112.62
BSaLTic-EHf,reactivity,mmgt20_reactivity_0.smv_k200.dimacs,SAT,139.26
Kissat,reactivity,mmgt20_reactivity_0.smv_k200.dimacs,SAT,168.995
MapleCOMSPS,reactivity,mmgt20_reactivity_0.smv_k200.dimacs,SAT,340.11
BSaLTic-DHf,reactivity,mmgt20_reactivity_0.smv_k40.dimacs,SAT,4.47
BSaLTic-EHf,reactivity,mmgt20_reactivity_0.smv_k40.dimacs,SAT,6.3
Kissat,reactivity,mmgt20_reactivity_0.smv_k40.dimacs,SAT,106.539
MapleCOMSPS,reactivity,mmgt20_reactivity_0.smv_k40.dimacs,SAT,4.3
BSaLTic-DHf,reactivity,mmgt20_reactivity_0.smv_k400.dimacs,SAT,417.22
BSaLTic-EHf,reactivity,mmgt20_reactivity_0.smv_k400.dimacs,SAT,271.18
Kissat,reactivity,mmgt20_reactivity_0.smv_k400.dimacs,SAT,906.199
MapleCOMSPS,reactivity,mmgt20_reactivity_0.smv_k400.dimacs,SAT,709.09
BSaLTic-DHf,reactivity,mmgt20_reactivity_0.smv_k600.dimacs,SAT,1180.83
BSaLTic-EHf,reactivity,mmgt20_reactivity_0.smv_k600.dimacs,SAT,3263.79
Kissat,reactivity,mmgt20_reactivity_0.smv_k600.dimacs,SAT,301.876
MapleCOMSPS,reactivity,mmgt20_reactivity_0.smv_k600.dimacs,SAT,678.2
BSaLTic-DHf,persistence,mmgt20_recurrence_0.smv_k100.dimacs,SAT,39.48
BSaLTic-EHf,persistence,mmgt20_recurrence_0.smv_k100.dimacs,SAT,34.71
Kissat,persistence,mmgt20_recurrence_0.smv_k100.dimacs,SAT,848.682
MapleCOMSPS,persistence,mmgt20_recurrence_0.smv_k100.dimacs,SAT,191.79
BSaLTic-DHf,persistence,mmgt20_recurrence_0.smv_k200.dimacs,SAT,874.75
BSaLTic-EHf,persistence,mmgt20_recurrence_0.smv_k200.dimacs,SAT,300.61
Kissat,persistence,mmgt20_recurrence_0.smv_k200.dimacs,SAT,3227.2
MapleCOMSPS,persistence,mmgt20_recurrence_0.smv_k200.dimacs,SAT,223.91
BSaLTic-EHf,guarantee,mmgt20_safety_0.smv_k200.dimacs,SAT,36.32
BSaLTic-DHf,guarantee,mmgt20_safety_0.smv_k200.dimacs,SAT,108.77
Kissat,guarantee,mmgt20_safety_0.smv_k200.dimacs,SAT,356.291
MapleCOMSPS,guarantee,mmgt20_safety_0.smv_k200.dimacs,SAT,36.1
BSaLTic-EHf,guarantee,mmgt20_safety_0.smv_k400.dimacs,SAT,269.3
BSaLTic-DHf,guarantee,mmgt20_safety_0.smv_k400.dimacs,SAT,254.4
Kissat,guarantee,mmgt20_safety_0.smv_k400.dimacs,SAT,198.006
MapleCOMSPS,guarantee,mmgt20_safety_0.smv_k400.dimacs,SAT,256.7
BSaLTic-DHf,safety,msi_wtrans_guarantee_0.smv_k6000.dimacs,SAT,6411.49
BSaLTic-EHf,safety,msi_wtrans_guarantee_0.smv_k6000.dimacs,SAT,5836.9
Kissat,safety,msi_wtrans_guarantee_0.smv_k6000.dimacs,SAT,1608.52
MapleCOMSPS,safety,msi_wtrans_guarantee_0.smv_k6000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,guarantee,msi_wtrans_k1000.dimacs,UNSAT,462.87
BSaLTic-DHf,guarantee,msi_wtrans_k1000.dimacs,UNSAT,633.21
Kissat,guarantee,msi_wtrans_k1000.dimacs,UNSAT,244.877
MapleCOMSPS,guarantee,msi_wtrans_k1000.dimacs,UNSAT,502.34
BSaLTic-EHf,guarantee,msi_wtrans_k1600.dimacs,UNSAT,1474.87
BSaLTic-DHf,guarantee,msi_wtrans_k1600.dimacs,UNSAT,1457.92
Kissat,guarantee,msi_wtrans_k1600.dimacs,UNSAT,807.988
MapleCOMSPS,guarantee,msi_wtrans_k1600.dimacs,UNSAT,1451.05
BSaLTic-EHf,guarantee,msi_wtrans_k200.dimacs,UNSAT,19.93
BSaLTic-DHf,guarantee,msi_wtrans_k200.dimacs,UNSAT,28.26
Kissat,guarantee,msi_wtrans_k200.dimacs,UNSAT,20.3304
MapleCOMSPS,guarantee,msi_wtrans_k200.dimacs,UNSAT,20.64
BSaLTic-EHf,guarantee,msi_wtrans_k4000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,guarantee,msi_wtrans_k4000.dimacs,wall clock limit exceeded,7200.0
Kissat,guarantee,msi_wtrans_k4000.dimacs,UNSAT,4421.95
MapleCOMSPS,guarantee,msi_wtrans_k4000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,obligation,msi_wtrans_obligation_0.smv_k100.dimacs,SAT,2.15
BSaLTic-EHf,obligation,msi_wtrans_obligation_0.smv_k100.dimacs,SAT,1.63
Kissat,obligation,msi_wtrans_obligation_0.smv_k100.dimacs,SAT,1.47622
MapleCOMSPS,obligation,msi_wtrans_obligation_0.smv_k100.dimacs,SAT,2.87
BSaLTic-DHf,obligation,msi_wtrans_obligation_0.smv_k1000.dimacs,SAT,95.24
BSaLTic-EHf,obligation,msi_wtrans_obligation_0.smv_k1000.dimacs,SAT,85.93
Kissat,obligation,msi_wtrans_obligation_0.smv_k1000.dimacs,SAT,82.3981
MapleCOMSPS,obligation,msi_wtrans_obligation_0.smv_k1000.dimacs,SAT,143.05
BSaLTic-DHf,obligation,msi_wtrans_obligation_0.smv_k200.dimacs,SAT,5.68
BSaLTic-EHf,obligation,msi_wtrans_obligation_0.smv_k200.dimacs,SAT,8.62
Kissat,obligation,msi_wtrans_obligation_0.smv_k200.dimacs,SAT,3.06367
MapleCOMSPS,obligation,msi_wtrans_obligation_0.smv_k200.dimacs,SAT,8.63
BSaLTic-DHf,obligation,msi_wtrans_obligation_0.smv_k80.dimacs,SAT,1.21
BSaLTic-EHf,obligation,msi_wtrans_obligation_0.smv_k80.dimacs,SAT,1.16
Kissat,obligation,msi_wtrans_obligation_0.smv_k80.dimacs,SAT,0.759344
MapleCOMSPS,obligation,msi_wtrans_obligation_0.smv_k80.dimacs,SAT,1.31
BSaLTic-DHf,obligation,msi_wtrans_obligation_0.smv_k800.dimacs,SAT,72.54
BSaLTic-EHf,obligation,msi_wtrans_obligation_0.smv_k800.dimacs,SAT,108.14
Kissat,obligation,msi_wtrans_obligation_0.smv_k800.dimacs,SAT,88.2022
MapleCOMSPS,obligation,msi_wtrans_obligation_0.smv_k800.dimacs,SAT,105.19
BSaLTic-DHf,recurrence,msi_wtrans_persistence_0.smv_k100.dimacs,SAT,55.35
BSaLTic-EHf,recurrence,msi_wtrans_persistence_0.smv_k100.dimacs,SAT,55.1
Kissat,recurrence,msi_wtrans_persistence_0.smv_k100.dimacs,SAT,4.68952
MapleCOMSPS,recurrence,msi_wtrans_persistence_0.smv_k100.dimacs,SAT,83.88
BSaLTic-DHf,reactivity,msi_wtrans_reactivity_0.smv_k40.dimacs,SAT,1.09
BSaLTic-EHf,reactivity,msi_wtrans_reactivity_0.smv_k40.dimacs,SAT,1.16
Kissat,reactivity,msi_wtrans_reactivity_0.smv_k40.dimacs,SAT,0.458091
MapleCOMSPS,reactivity,msi_wtrans_reactivity_0.smv_k40.dimacs,SAT,1.63
BSaLTic-EHf,guarantee,msi_wtrans_safety_0.smv_k400.dimacs,SAT,17.02
BSaLTic-DHf,guarantee,msi_wtrans_safety_0.smv_k400.dimacs,SAT,14.93
Kissat,guarantee,msi_wtrans_safety_0.smv_k400.dimacs,SAT,14.2193
MapleCOMSPS,guarantee,msi_wtrans_safety_0.smv_k400.dimacs,SAT,16.56
BSaLTic-EHf,guarantee,msi_wtrans_safety_0.smv_k600.dimacs,SAT,35.29
BSaLTic-DHf,guarantee,msi_wtrans_safety_0.smv_k600.dimacs,SAT,40.65
Kissat,guarantee,msi_wtrans_safety_0.smv_k600.dimacs,SAT,22.6093
MapleCOMSPS,guarantee,msi_wtrans_safety_0.smv_k600.dimacs,SAT,34.23
BSaLTic-DHf,safety,msmie.3_guarantee_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,msmie.3_guarantee_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,msmie.3_guarantee_0.smv_k1000.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,msmie.3_guarantee_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,msmie.3_guarantee_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,msmie.3_guarantee_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,msmie.3_guarantee_0.smv_k800.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,msmie.3_guarantee_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,reactivity,msmie.3_reactivity_0.smv_k100.dimacs,SAT,64.02
BSaLTic-EHf,reactivity,msmie.3_reactivity_0.smv_k100.dimacs,SAT,31.16
Kissat,reactivity,msmie.3_reactivity_0.smv_k100.dimacs,SAT,98.4621
MapleCOMSPS,reactivity,msmie.3_reactivity_0.smv_k100.dimacs,SAT,44.84
BSaLTic-DHf,reactivity,msmie.3_reactivity_0.smv_k200.dimacs,SAT,594.76
BSaLTic-EHf,reactivity,msmie.3_reactivity_0.smv_k200.dimacs,SAT,219.28
Kissat,reactivity,msmie.3_reactivity_0.smv_k200.dimacs,SAT,5356.46
MapleCOMSPS,reactivity,msmie.3_reactivity_0.smv_k200.dimacs,SAT,155.73
BSaLTic-DHf,reactivity,msmie.3_reactivity_0.smv_k400.dimacs,SAT,3659.6
BSaLTic-EHf,reactivity,msmie.3_reactivity_0.smv_k400.dimacs,SAT,4024.87
Kissat,reactivity,msmie.3_reactivity_0.smv_k400.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,reactivity,msmie.3_reactivity_0.smv_k400.dimacs,SAT,3877.43
BSaLTic-DHf,reactivity,msmie.3_reactivity_0.smv_k80.dimacs,SAT,19.35
BSaLTic-EHf,reactivity,msmie.3_reactivity_0.smv_k80.dimacs,SAT,59.82
Kissat,reactivity,msmie.3_reactivity_0.smv_k80.dimacs,SAT,22.2428
MapleCOMSPS,reactivity,msmie.3_reactivity_0.smv_k80.dimacs,SAT,85.45
BSaLTic-DHf,recurrence,msmie.4_persistence_0.smv_k100.dimacs,SAT,197.97
BSaLTic-EHf,recurrence,msmie.4_persistence_0.smv_k100.dimacs,SAT,84.39
Kissat,recurrence,msmie.4_persistence_0.smv_k100.dimacs,SAT,241.242
MapleCOMSPS,recurrence,msmie.4_persistence_0.smv_k100.dimacs,SAT,105.45
BSaLTic-DHf,recurrence,msmie.4_persistence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,msmie.4_persistence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,msmie.4_persistence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,msmie.4_persistence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,msmie.4_persistence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,msmie.4_persistence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,msmie.4_persistence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,msmie.4_persistence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,obligation,mutex_obligation_0.smv_k1000.dimacs,SAT,0.12
BSaLTic-EHf,obligation,mutex_obligation_0.smv_k1000.dimacs,SAT,0.11
Kissat,obligation,mutex_obligation_0.smv_k1000.dimacs,SAT,0.070799
MapleCOMSPS,obligation,mutex_obligation_0.smv_k1000.dimacs,SAT,0.11
BSaLTic-DHf,obligation,mutex_obligation_0.smv_k200.dimacs,SAT,0.02
BSaLTic-EHf,obligation,mutex_obligation_0.smv_k200.dimacs,SAT,0.02
Kissat,obligation,mutex_obligation_0.smv_k200.dimacs,SAT,0.021763
MapleCOMSPS,obligation,mutex_obligation_0.smv_k200.dimacs,SAT,0.02
BSaLTic-DHf,obligation,mutex_obligation_0.smv_k2000.dimacs,SAT,0.2
BSaLTic-EHf,obligation,mutex_obligation_0.smv_k2000.dimacs,SAT,0.24
Kissat,obligation,mutex_obligation_0.smv_k2000.dimacs,SAT,0.132968
MapleCOMSPS,obligation,mutex_obligation_0.smv_k2000.dimacs,SAT,0.21
BSaLTic-DHf,obligation,mutex_obligation_0.smv_k400.dimacs,SAT,0.05
BSaLTic-EHf,obligation,mutex_obligation_0.smv_k400.dimacs,SAT,0.05
Kissat,obligation,mutex_obligation_0.smv_k400.dimacs,SAT,0.032834
MapleCOMSPS,obligation,mutex_obligation_0.smv_k400.dimacs,SAT,0.05
BSaLTic-DHf,obligation,mutex_obligation_0.smv_k4000.dimacs,SAT,0.51
BSaLTic-EHf,obligation,mutex_obligation_0.smv_k4000.dimacs,SAT,0.5
Kissat,obligation,mutex_obligation_0.smv_k4000.dimacs,SAT,0.239486
MapleCOMSPS,obligation,mutex_obligation_0.smv_k4000.dimacs,SAT,0.51
BSaLTic-DHf,reactivity,mutex_reactivity_0.smv_k1000.dimacs,SAT,0.88
BSaLTic-EHf,reactivity,mutex_reactivity_0.smv_k1000.dimacs,SAT,0.89
Kissat,reactivity,mutex_reactivity_0.smv_k1000.dimacs,SAT,0.201147
MapleCOMSPS,reactivity,mutex_reactivity_0.smv_k1000.dimacs,SAT,1.3
BSaLTic-DHf,reactivity,mutex_reactivity_0.smv_k800.dimacs,SAT,0.81
BSaLTic-EHf,reactivity,mutex_reactivity_0.smv_k800.dimacs,SAT,0.8
Kissat,reactivity,mutex_reactivity_0.smv_k800.dimacs,SAT,0.207921
MapleCOMSPS,reactivity,mutex_reactivity_0.smv_k800.dimacs,SAT,1.21
BSaLTic-DHf,persistence,mutex1_k100.dimacs,UNSAT,0.94
BSaLTic-EHf,persistence,mutex1_k100.dimacs,UNSAT,0.85
Kissat,persistence,mutex1_k100.dimacs,UNSAT,1.93092
MapleCOMSPS,persistence,mutex1_k100.dimacs,UNSAT,0.95
BSaLTic-DHf,persistence,mutex1_k200.dimacs,UNSAT,5.13
BSaLTic-EHf,persistence,mutex1_k200.dimacs,UNSAT,7.0
Kissat,persistence,mutex1_k200.dimacs,UNSAT,5.51718
MapleCOMSPS,persistence,mutex1_k200.dimacs,UNSAT,5.32
BSaLTic-DHf,persistence,mutex1_k400.dimacs,UNSAT,19.22
BSaLTic-EHf,persistence,mutex1_k400.dimacs,UNSAT,17.14
Kissat,persistence,mutex1_k400.dimacs,UNSAT,27.3959
MapleCOMSPS,persistence,mutex1_k400.dimacs,UNSAT,32.02
BSaLTic-DHf,persistence,mutex1_k60.dimacs,UNSAT,0.33
BSaLTic-EHf,persistence,mutex1_k60.dimacs,UNSAT,0.41
Kissat,persistence,mutex1_k60.dimacs,UNSAT,0.238525
MapleCOMSPS,persistence,mutex1_k60.dimacs,UNSAT,0.36
BSaLTic-DHf,persistence,mutex1_k600.dimacs,UNSAT,58.95
BSaLTic-EHf,persistence,mutex1_k600.dimacs,UNSAT,49.92
Kissat,persistence,mutex1_k600.dimacs,UNSAT,71.4328
MapleCOMSPS,persistence,mutex1_k600.dimacs,UNSAT,86.26
BSaLTic-DHf,reactivity,over12_reactivity_0.smv_k100.dimacs,SAT,16.39
BSaLTic-EHf,reactivity,over12_reactivity_0.smv_k100.dimacs,SAT,26.09
Kissat,reactivity,over12_reactivity_0.smv_k100.dimacs,SAT,253.191
MapleCOMSPS,reactivity,over12_reactivity_0.smv_k100.dimacs,SAT,17.37
BSaLTic-DHf,reactivity,over12_reactivity_0.smv_k80.dimacs,SAT,10.02
BSaLTic-EHf,reactivity,over12_reactivity_0.smv_k80.dimacs,SAT,9.49
Kissat,reactivity,over12_reactivity_0.smv_k80.dimacs,SAT,68.2982
MapleCOMSPS,reactivity,over12_reactivity_0.smv_k80.dimacs,SAT,7.01
BSaLTic-EHf,guarantee,p-queue_k1600.dimacs,UNSAT,305.93
BSaLTic-DHf,guarantee,p-queue_k1600.dimacs,UNSAT,381.9
Kissat,guarantee,p-queue_k1600.dimacs,UNSAT,362.268
MapleCOMSPS,guarantee,p-queue_k1600.dimacs,UNSAT,451.42
BSaLTic-EHf,guarantee,p-queue_k2000.dimacs,UNSAT,588.22
BSaLTic-DHf,guarantee,p-queue_k2000.dimacs,UNSAT,703.74
Kissat,guarantee,p-queue_k2000.dimacs,UNSAT,832.017
MapleCOMSPS,guarantee,p-queue_k2000.dimacs,UNSAT,790.15
BSaLTic-EHf,guarantee,p-queue_k400.dimacs,UNSAT,35.07
BSaLTic-DHf,guarantee,p-queue_k400.dimacs,UNSAT,25.8
Kissat,guarantee,p-queue_k400.dimacs,UNSAT,36.9401
MapleCOMSPS,guarantee,p-queue_k400.dimacs,UNSAT,36.14
BSaLTic-DHf,recurrence,p-queue_persistence_0.smv_k800.dimacs,SAT,58.39
BSaLTic-EHf,recurrence,p-queue_persistence_0.smv_k800.dimacs,SAT,73.66
Kissat,recurrence,p-queue_persistence_0.smv_k800.dimacs,SAT,68.9666
MapleCOMSPS,recurrence,p-queue_persistence_0.smv_k800.dimacs,SAT,75.06
BSaLTic-DHf,persistence,pci_k200.dimacs,UNSAT,200.51
BSaLTic-EHf,persistence,pci_k200.dimacs,UNSAT,153.41
Kissat,persistence,pci_k200.dimacs,UNSAT,102.688
MapleCOMSPS,persistence,pci_k200.dimacs,UNSAT,209.88
BSaLTic-DHf,persistence,pci_k400.dimacs,UNSAT,1368.62
BSaLTic-EHf,persistence,pci_k400.dimacs,UNSAT,826.17
Kissat,persistence,pci_k400.dimacs,UNSAT,313.229
MapleCOMSPS,persistence,pci_k400.dimacs,UNSAT,1436.22
BSaLTic-DHf,recurrence,pci_neg.smv_k100.dimacs,SAT,0.85
BSaLTic-EHf,recurrence,pci_neg.smv_k100.dimacs,SAT,0.86
Kissat,recurrence,pci_neg.smv_k100.dimacs,SAT,1.15376
MapleCOMSPS,recurrence,pci_neg.smv_k100.dimacs,SAT,0.96
BSaLTic-DHf,recurrence,pci_neg.smv_k1000.dimacs,SAT,379.24
BSaLTic-EHf,recurrence,pci_neg.smv_k1000.dimacs,SAT,256.56
Kissat,recurrence,pci_neg.smv_k1000.dimacs,SAT,292.949
MapleCOMSPS,recurrence,pci_neg.smv_k1000.dimacs,SAT,432.4
BSaLTic-DHf,recurrence,pci_neg.smv_k1400.dimacs,SAT,606.1
BSaLTic-EHf,recurrence,pci_neg.smv_k1400.dimacs,SAT,530.55
Kissat,recurrence,pci_neg.smv_k1400.dimacs,SAT,299.339
